instance=temp_instance.txt
agents=50
map_file=den520d.map
solver=PIBT
solved=1
soc=10374
lb_soc=10005
makespan=373
lb_makespan=373
comp_time=48
preprocessing_comp_time=31
starts=(131,49),(102,143),(186,53),(122,156),(152,141),(114,230),(76,201),(96,170),(89,199),(83,167),(71,61),(12,142),(107,42),(151,114),(130,105),(158,29),(66,75),(140,205),(9,140),(51,132),(139,232),(236,76),(223,79),(129,61),(226,222),(217,126),(93,156),(211,51),(99,184),(173,115),(186,90),(149,30),(86,108),(20,213),(27,169),(60,62),(226,80),(67,51),(220,203),(238,82),(165,170),(98,204),(107,219),(55,88),(196,155),(142,215),(161,126),(218,198),(107,84),(104,219),
goals=(87,221),(89,84),(96,43),(234,99),(106,113),(60,58),(32,75),(81,227),(67,84),(158,212),(184,164),(212,82),(178,146),(69,143),(61,142),(36,163),(240,102),(234,93),(49,53),(227,80),(164,136),(94,98),(145,94),(81,139),(247,196),(46,58),(74,81),(167,31),(246,56),(241,190),(233,129),(126,83),(177,99),(175,65),(164,24),(170,168),(98,217),(185,94),(161,124),(227,57),(183,48),(161,83),(166,71),(160,33),(13,176),(235,99),(241,91),(191,69),(174,99),(88,106),
solution=
0:(131,49),(102,143),(186,53),(122,156),(152,141),(114,230),(76,201),(96,170),(89,199),(83,167),(71,61),(12,142),(107,42),(151,114),(130,105),(158,29),(66,75),(140,205),(9,140),(51,132),(139,232),(236,76),(223,79),(129,61),(226,222),(217,126),(93,156),(211,51),(99,184),(173,115),(186,90),(149,30),(86,108),(20,213),(27,169),(60,62),(226,80),(67,51),(220,203),(238,82),(165,170),(98,204),(107,219),(55,88),(196,155),(142,215),(161,126),(218,198),(107,84),(104,219),
1:(131,48),(102,144),(185,53),(122,155),(153,141),(113,230),(76,200),(95,170),(90,199),(83,168),(71,62),(12,143),(107,43),(152,114),(131,105),(159,29),(67,75),(140,206),(10,140),(52,132),(138,232),(235,76),(223,80),(129,60),(226,221),(217,125),(93,155),(211,52),(98,184),(173,116),(186,89),(150,30),(86,107),(20,212),(27,168),(61,62),(225,80),(67,52),(220,202),(238,81),(166,170),(98,203),(107,218),(56,88),(196,156),(142,214),(162,126),(218,197),(107,85),(103,219),
2:(131,47),(102,145),(184,53),(123,155),(153,140),(113,229),(77,200),(94,170),(91,199),(83,169),(71,63),(13,143),(108,43),(153,114),(132,105),(160,29),(68,75),(140,207),(11,140),(53,132),(138,231),(234,76),(222,80),(128,60),(227,221),(217,124),(93,154),(210,52),(97,184),(174,116),(187,89),(151,30),(87,107),(20,211),(27,167),(62,62),(225,81),(68,52),(220,201),(238,80),(167,170),(97,203),(107,217),(56,89),(196,157),(141,214),(162,125),(217,197),(108,85),(103,218),
3:(132,47),(102,146),(184,54),(123,154),(153,139),(113,228),(78,200),(94,171),(92,199),(84,169),(71,64),(14,143),(109,43),(153,115),(133,105),(160,30),(69,75),(140,208),(12,140),(53,133),(137,231),(234,77),(222,81),(128,59),(228,221),(217,123),(93,153),(209,52),(97,183),(175,116),(187,88),(152,30),(88,107),(20,210),(28,167),(63,62),(225,82),(69,52),(219,201),(238,79),(167,169),(97,202),(106,217),(56,90),(195,157),(140,214),(163,125),(216,197),(109,85),(103,217),
4:(133,47),(103,146),(184,55),(123,153),(154,139),(112,228),(79,200),(94,172),(92,198),(84,170),(71,65),(14,144),(109,44),(153,116),(133,106),(160,31),(70,75),(140,209),(13,140),(54,133),(137,230),(234,78),(222,82),(128,58),(229,221),(217,122),(94,153),(209,53),(97,182),(176,116),(187,87),(153,30),(89,107),(19,210),(29,167),(64,62),(224,82),(70,52),(219,200),(238,78),(168,169),(97,201),(105,217),(56,91),(194,157),(139,214),(164,125),(215,197),(110,85),(103,216),
5:(134,47),(104,146),(184,56),(123,152),(155,139),(111,228),(79,199),(94,173),(92,197),(84,171),(71,66),(14,145),(110,44),(154,116),(134,106),(161,31),(70,76),(140,210),(14,140),(55,133),(136,230),(233,78),(222,83),(128,57),(229,220),(217,121),(95,153),(208,53),(97,181),(177,116),(187,86),(154,30),(90,107),(18,210),(30,167),(65,62),(224,83),(70,53),(218,200),(237,78),(169,169),(97,200),(104,217),(56,92),(193,157),(138,214),(164,124),(215,196),(110,86),(102,216),
6:(135,47),(105,146),(183,56),(124,152),(156,139),(110,228),(79,198),(93,173),(92,196),(84,172),(71,67),(14,146),(110,45),(155,116),(135,106),(161,32),(70,77),(140,211),(14,141),(55,134),(135,230),(233,79),(221,83),(127,57),(229,219),(217,120),(96,153),(207,53),(97,180),(178,116),(188,86),(155,30),(90,106),(18,209),(31,167),(65,63),(224,84),(70,54),(218,199),(237,77),(170,169),(97,199),(103,217),(57,92),(193,158),(137,214),(165,124),(215,195),(111,86),(101,216),
7:(136,47),(105,147),(182,56),(125,152),(157,139),(110,227),(80,198),(93,174),(93,196),(84,173),(71,68),(15,146),(110,46),(156,116),(136,106),(162,32),(71,77),(139,211),(14,142),(55,135),(135,229),(233,80),(220,83),(127,56),(229,218),(217,119),(97,153),(206,53),(97,179),(179,116),(189,86),(156,30),(91,106),(18,208),(32,167),(66,63),(224,85),(71,54),(217,199),(237,76),(170,168),(97,198),(103,216),(57,93),(192,158),(136,214),(165,123),(215,194),(111,87),(101,215),
8:(137,47),(105,148),(181,56),(126,152),(157,138),(109,227),(80,197),(92,174),(94,196),(85,173),(71,69),(15,147),(110,47),(157,116),(136,107),(163,32),(72,77),(139,212),(15,142),(56,135),(134,229),(232,80),(220,84),(127,55),(229,217),(217,118),(98,153),(205,53),(97,178),(180,116),(190,86),(157,30),(92,106),(18,207),(32,166),(67,63),(223,85),(71,55),(216,199),(236,76),(171,168),(97,197),(102,216),(58,93),(191,158),(135,214),(166,123),(215,193),(112,87),(101,214),
9:(138,47),(105,149),(180,56),(127,152),(158,138),(108,227),(80,196),(91,174),(95,196),(85,174),(71,70),(15,148),(111,47),(158,116),(137,107),(164,32),(73,77),(139,213),(16,142),(57,135),(134,228),(231,80),(220,85),(126,55),(230,217),(217,117),(99,153),(204,53),(97,177),(181,116),(191,86),(157,31),(93,106),(18,206),(33,166),(67,64),(223,86),(71,56),(215,199),(236,75),(172,168),(97,196),(102,215),(59,93),(191,159),(134,214),(166,122),(215,192),(112,88),(100,214),
10:(139,47),(105,150),(179,56),(128,152),(158,137),(107,227),(81,196),(90,174),(96,196),(86,174),(71,71),(15,149),(112,47),(159,116),(138,107),(165,32),(73,78),(138,213),(17,142),(57,136),(133,228),(231,81),(219,85),(126,54),(230,216),(217,116),(100,153),(203,53),(97,176),(181,117),(192,86),(158,31),(93,105),(18,205),(33,165),(67,65),(222,86),(71,57),(214,199),(235,75),(173,168),(97,195),(101,215),(60,93),(190,159),(133,214),(166,121),(215,191),(113,88),(99,214),
11:(140,47),(105,151),(178,56),(128,151),(159,137),(107,226),(81,195),(90,175),(96,195),(86,175),(71,72),(15,150),(113,47),(159,117),(139,107),(165,33),(74,78),(137,213),(17,143),(58,136),(133,227),(231,82),(218,85),(126,53),(231,216),(217,115),(101,153),(202,53),(98,176),(182,117),(193,86),(159,31),(94,105),(18,204),(34,165),(68,65),(221,86),(71,58),(214,198),(235,74),(173,167),(97,194),(100,215),(61,93),(190,160),(132,214),(167,121),(214,191),(114,88),(99,213),
12:(141,47),(106,151),(177,56),(129,151),(159,136),(107,225),(82,195),(89,175),(97,195),(87,175),(71,73),(15,151),(114,47),(159,118),(139,108),(165,34),(74,79),(136,213),(18,143),(58,137),(132,227),(231,83),(217,85),(125,53),(231,215),(217,114),(102,153),(201,53),(98,175),(183,117),(194,86),(160,31),(95,105),(18,203),(34,164),(69,65),(220,86),(71,59),(213,198),(235,73),(173,166),(97,193),(100,214),(62,93),(190,161),(131,214),(167,120),(214,190),(115,88),(98,213),
13:(142,47),(107,151),(176,56),(130,151),(159,135),(106,225),(82,194),(88,175),(97,194),(87,176),(72,73),(16,151),(115,47),(159,119),(140,108),(165,35),(75,79),(136,214),(18,144),(59,137),(132,226),(230,83),(217,86),(125,52),(231,214),(217,113),(103,153),(200,53),(99,175),(183,118),(195,86),(161,31),(96,105),(18,202),(35,164),(70,65),(219,86),(71,60),(213,197),(234,73),(173,165),(97,192),(99,214),(63,93),(189,161),(131,213),(168,120),(213,190),(116,88),(97,213),
14:(143,47),(108,151),(175,56),(131,151),(159,134),(106,224),(83,194),(87,175),(97,193),(88,176),(72,74),(17,151),(116,47),(159,120),(141,108),(165,36),(75,80),(135,214),(18,145),(59,138),(131,226),(230,84),(216,86),(124,52),(231,213),(217,112),(104,153),(199,53),(99,174),(183,119),(196,86),(161,32),(97,105),(18,201),(36,164),(70,66),(218,86),(71,61),(213,196),(234,72),(174,165),(97,191),(99,213),(64,93),(188,161),(130,213),(168,119),(213,189),(116,89),(97,212),
15:(143,48),(108,152),(174,56),(132,151),(159,133),(106,223),(83,193),(86,175),(97,192),(88,177),(73,74),(18,151),(117,47),(159,121),(141,109),(165,37),(76,80),(134,214),(19,145),(59,139),(130,226),(229,84),(215,86),(124,51),(232,213),(217,111),(105,153),(198,53),(99,173),(183,120),(197,86),(161,33),(98,105),(18,200),(37,164),(70,67),(217,86),(71,62),(213,195),(234,71),(174,164),(97,190),(98,213),(65,93),(187,161),(129,213),(169,119),(212,189),(117,89),(97,211),
16:(144,48),(109,152),(173,56),(132,150),(159,132),(105,223),(83,192),(86,176),(97,191),(88,178),(74,74),(18,152),(118,47),(159,122),(141,110),(166,37),(76,81),(133,214),(19,146),(60,139),(130,225),(228,84),(214,86),(124,50),(232,212),(217,110),(106,153),(197,53),(100,173),(183,121),(198,86),(161,34),(98,104),(18,199),(38,164),(70,68),(216,86),(71,63),(213,194),(233,71),(174,163),(97,189),(97,213),(66,93),(186,161),(128,213),(170,119),(212,188),(117,90),(97,210),
17:(145,48),(109,153),(172,56),(133,150),(159,131),(105,222),(84,192),(86,177),(97,190),(89,178),(74,75),(18,153),(119,47),(159,123),(141,111),(167,37),(77,81),(132,214),(19,147),(60,140),(129,225),(228,85),(213,86),(124,49),(233,212),(217,109),(107,153),(196,53),(101,173),(183,122),(199,86),(161,35),(98,103),(18,198),(39,164),(70,69),(215,86),(71,64),(213,193),(233,70),(174,162),(97,188),(97,212),(67,93),(186,162),(127,213),(171,119),(212,187),(118,90),(97,209),
18:(146,48),(110,153),(171,56),(133,149),(159,130),(104,222),(85,192),(86,178),(97,189),(90,178),(74,76),(19,153),(120,47),(159,124),(141,112),(168,37),(78,81),(131,214),(20,147),(60,141),(129,224),(227,85),(212,86),(124,48),(234,212),(217,108),(108,153),(195,53),(102,173),(183,123),(200,86),(161,36),(98,102),(18,197),(39,163),(70,70),(214,86),(71,65),(212,193),(232,70),(175,162),(97,187),(97,211),(68,93),(186,163),(126,213),(172,119),(212,186),(119,90),(97,208),
19:(147,48),(111,153),(170,56),(134,149),(159,129),(104,221),(86,192),(86,179),(97,188),(91,178),(75,76),(20,153),(121,47),(159,125),(141,113),(169,37),(78,82),(131,213),(21,147),(60,142),(129,223),(227,86),(211,86),(125,48),(234,211),(217,107),(109,153),(194,53),(102,172),(183,124),(201,86),(162,36),(98,101),(18,196),(40,163),(71,70),(213,86),(71,66),(212,192),(231,70),(176,162),(97,186),(97,210),(69,93),(185,163),(125,213),(173,119),(211,186),(119,91),(97,207),
20:(148,48),(112,153),(170,55),(135,149),(159,128),(104,220),(87,192),(85,179),(97,187),(91,179),(75,77),(21,153),(122,47),(159,126),(142,113),(170,37),(79,82),(130,213),(21,148),(60,143),(129,222),(226,86),(210,86),(126,48),(235,211),(217,106),(110,153),(193,53),(103,172),(183,125),(201,87),(163,36),(99,101),(18,195),(41,163),(71,71),(212,86),(71,67),(212,191),(231,69),(177,162),(97,185),(97,209),(70,93),(185,164),(124,213),(173,118),(210,186),(120,91),(97,206),
21:(149,48),(113,153),(169,55),(136,149),(158,128),(104,219),(88,192),(85,180),(97,186),(91,180),(76,77),(22,153),(123,47),(159,127),(143,113),(170,38),(79,83),(129,213),(21,149),(61,143),(129,221),(225,86),(209,86),(127,48),(235,210),(216,106),(111,153),(192,53),(104,172),(183,126),(202,87),(163,37),(100,101),(18,194),(42,163),(71,72),(211,86),(71,68),(212,190),(230,69),(177,161),(97,184),(97,208),(71,93),(184,164),(123,213),(173,117),(209,186),(121,91),(97,205),
22:(150,48),(114,153),(169,54),(137,149),(158,127),(104,218),(89,192),(84,180),(97,185),(92,180),(77,77),(23,153),(124,47),(159,128),(144,113),(171,38),(79,84),(128,213),(22,149),(62,143),(129,220),(224,86),(208,86),(128,48),(236,210),(216,105),(112,153),(191,53),(105,172),(184,126),(203,87),(163,38),(100,100),(18,193),(43,163),(71,73),(210,86),(71,69),(212,189),(230,68),(178,161),(97,183),(97,207),(72,93),(184,165),(122,213),(174,117),(209,185),(121,92),(97,204),
23:(151,48),(115,153),(169,53),(138,149),(157,127),(104,217),(90,192),(83,180),(97,184),(93,180),(78,77),(24,153),(125,47),(159,129),(145,113),(171,39),(79,85),(127,213),(22,150),(63,143),(128,220),(223,86),(207,86),(128,47),(237,210),(216,104),(113,153),(190,53),(105,171),(185,126),(203,88),(164,38),(101,100),(18,192),(43,162),(71,74),(209,86),(71,70),(211,189),(229,68),(178,160),(97,182),(97,206),(73,93),(184,166),(121,213),(174,116),(209,184),(122,92),(97,203),
24:(152,48),(116,153),(168,53),(138,148),(157,126),(103,217),(91,192),(82,180),(97,183),(94,180),(78,78),(25,153),(126,47),(159,130),(146,113),(172,39),(79,86),(126,213),(22,151),(63,144),(127,220),(222,86),(206,86),(129,47),(237,209),(216,103),(114,153),(189,53),(106,171),(185,127),(204,88),(164,39),(101,99),(18,191),(43,161),(71,75),(208,86),(71,71),(211,188),(228,68),(178,159),(97,181),(97,205),(74,93),(184,167),(120,213),(175,116),(208,184),(123,92),(97,202),
25:(152,49),(116,152),(167,53),(139,148),(157,125),(103,216),(91,191),(82,181),(97,182),(95,180),(79,78),(26,153),(127,47),(159,131),(147,113),(172,40),(80,86),(125,213),(23,151),(63,145),(127,219),(221,86),(205,86),(130,47),(238,209),(215,103),(115,153),(188,53),(107,171),(185,128),(205,88),(165,39),(102,99),(18,190),(43,160),(72,75),(207,86),(71,72),(210,188),(227,68),(179,159),(97,180),(97,204),(75,93),(183,167),(119,213),(175,115),(207,184),(124,92),(97,201),
26:(152,50),(117,152),(166,53),(140,148),(156,125),(103,215),(92,191),(82,182),(97,181),(96,180),(80,78),(27,153),(128,47),(159,132),(148,113),(173,40),(80,87),(124,213),(24,151),(63,146),(126,219),(220,86),(204,86),(131,47),(239,209),(214,103),(116,153),(187,53),(108,171),(185,129),(205,89),(165,40),(103,99),(18,189),(44,160),(72,76),(206,86),(71,73),(209,188),(227,67),(179,158),(97,179),(97,203),(76,93),(183,168),(118,213),(175,114),(206,184),(124,93),(97,200),
27:(153,50),(118,152),(165,53),(141,148),(156,124),(103,214),(92,190),(82,183),(97,180),(96,181),(80,79),(28,153),(129,47),(159,133),(148,114),(174,40),(80,88),(123,213),(24,152),(64,146),(126,218),(219,86),(203,86),(132,47),(239,208),(213,103),(117,153),(187,52),(108,170),(185,130),(205,90),(166,40),(104,99),(18,188),(45,160),(72,77),(205,86),(71,74),(209,187),(227,66),(179,157),(97,178),(97,202),(77,93),(182,168),(117,213),(176,114),(206,183),(124,94),(97,199),
28:(154,50),(119,152),(164,53),(142,148),(156,123),(103,213),(93,190),(81,183),(97,179),(96,182),(81,79),(29,153),(130,47),(159,134),(149,114),(174,41),(80,89),(122,213),(25,152),(64,147),(126,217),(218,86),(202,86),(133,47),(239,207),(213,102),(118,153),(187,51),(108,169),(185,131),(206,90),(167,40),(105,99),(18,187),(46,160),(72,78),(204,86),(71,75),(209,186),(227,65),(179,156),(97,177),(97,201),(78,93),(181,168),(116,213),(177,114),(206,182),(124,95),(97,198),
29:(155,50),(120,152),(164,52),(143,148),(156,122),(103,212),(93,189),(81,184),(97,178),(97,182),(81,80),(30,153),(131,47),(159,135),(149,115),(175,41),(81,89),(121,213),(25,153),(65,147),(126,216),(217,86),(201,86),(134,47),(239,206),(213,101),(119,153),(187,50),(109,169),(185,132),(207,90),(167,41),(106,99),(18,186),(47,160),(72,79),(203,86),(71,76),(209,185),(227,64),(179,155),(97,176),(97,200),(79,93),(181,169),(115,213),(178,114),(205,182),(124,96),(97,197),
30:(155,51),(121,152),(163,52),(144,148),(155,122),(103,211),(94,189),(81,185),(97,177),(97,183),(82,80),(31,153),(132,47),(159,136),(150,115),(176,41),(82,89),(120,213),(26,153),(65,148),(125,216),(216,86),(200,86),(135,47),(239,205),(213,100),(119,152),(187,49),(109,168),(185,133),(207,91),(168,41),(107,99),(18,185),(48,160),(73,79),(202,86),(71,77),(209,184),(227,63),(179,154),(98,176),(97,199),(80,93),(181,170),(114,213),(179,114),(204,182),(124,97),(97,196),
