instance=temp_instance.txt
agents=50
map_file=den520d.map
solver=PIBT
solved=1
soc=9753
lb_soc=9495
makespan=347
lb_makespan=347
comp_time=41
preprocessing_comp_time=24
starts=(72,43),(76,221),(244,23),(48,56),(165,58),(213,43),(63,137),(243,195),(69,96),(214,63),(205,59),(236,128),(80,37),(113,170),(153,21),(64,76),(30,179),(25,167),(233,130),(221,40),(217,179),(162,32),(217,54),(61,37),(67,165),(85,205),(75,146),(63,71),(188,56),(215,85),(215,86),(43,83),(161,113),(85,229),(55,147),(150,226),(183,86),(53,80),(202,174),(38,151),(206,89),(91,136),(114,226),(62,58),(250,48),(128,150),(174,20),(57,165),(158,113),(109,175),
goals=(161,95),(70,92),(72,159),(246,36),(148,219),(106,104),(184,69),(48,148),(121,49),(192,157),(104,95),(70,168),(20,152),(62,41),(131,103),(129,158),(98,184),(171,101),(46,67),(96,188),(148,226),(50,145),(154,147),(214,80),(170,31),(92,159),(123,109),(65,68),(167,121),(239,32),(190,61),(188,173),(242,111),(73,197),(213,210),(175,125),(67,150),(255,145),(162,125),(8,204),(210,85),(81,80),(166,63),(80,213),(67,160),(86,197),(157,164),(102,88),(89,39),(50,52),
solution=
0:(72,43),(76,221),(244,23),(48,56),(165,58),(213,43),(63,137),(243,195),(69,96),(214,63),(205,59),(236,128),(80,37),(113,170),(153,21),(64,76),(30,179),(25,167),(233,130),(221,40),(217,179),(162,32),(217,54),(61,37),(67,165),(85,205),(75,146),(63,71),(188,56),(215,85),(215,86),(43,83),(161,113),(85,229),(55,147),(150,226),(183,86),(53,80),(202,174),(38,151),(206,89),(91,136),(114,226),(62,58),(250,48),(128,150),(174,20),(57,165),(158,113),(109,175),
1:(71,43),(77,221),(244,24),(48,55),(165,59),(212,43),(64,137),(243,194),(70,96),(214,64),(204,59),(235,128),(81,37),(114,170),(154,21),(65,76),(30,178),(25,166),(232,130),(220,40),(216,179),(162,33),(217,55),(61,38),(67,164),(86,205),(75,147),(63,70),(188,57),(215,84),(214,86),(43,84),(162,113),(85,228),(55,148),(149,226),(183,87),(53,81),(201,174),(37,151),(206,88),(91,137),(113,226),(62,59),(249,48),(128,151),(175,20),(58,165),(158,112),(110,175),
2:(71,44),(78,221),(244,25),(48,54),(165,60),(211,43),(64,138),(243,193),(71,96),(214,65),(204,60),(234,128),(81,38),(114,169),(154,22),(66,76),(31,178),(25,165),(232,129),(220,41),(215,179),(162,34),(217,56),(61,39),(68,164),(86,204),(76,147),(64,70),(187,57),(215,83),(213,86),(44,84),(163,113),(84,228),(56,148),(148,226),(182,87),(53,82),(201,173),(36,151),(207,88),(92,137),(113,225),(63,59),(248,48),(128,152),(176,20),(58,164),(159,112),(110,174),
3:(71,45),(79,221),(243,25),(48,53),(165,61),(210,43),(65,138),(243,192),(71,95),(214,66),(203,60),(234,127),(82,38),(114,168),(155,22),(66,77),(32,178),(25,164),(232,128),(220,42),(214,179),(162,35),(216,56),(62,39),(68,163),(87,204),(76,148),(65,70),(187,58),(216,83),(213,85),(44,85),(163,112),(83,228),(56,149),(148,225),(182,88),(53,83),(200,173),(36,152),(208,88),(93,137),(112,225),(63,60),(248,49),(128,153),(177,20),(58,163),(159,111),(111,174),
4:(71,46),(80,221),(243,26),(49,53),(165,62),(209,43),(66,138),(243,191),(71,94),(213,66),(202,60),(233,127),(83,38),(115,168),(156,22),(67,77),(33,178),(25,163),(232,127),(219,42),(213,179),(163,35),(216,57),(62,40),(68,162),(87,203),(76,149),(65,69),(186,58),(217,83),(213,84),(44,86),(163,111),(82,228),(57,149),(148,224),(181,88),(53,84),(200,172),(36,153),(209,88),(94,137),(111,225),(64,60),(248,50),(127,153),(178,20),(59,163),(160,111),(111,173),
5:(71,47),(81,221),(243,27),(49,52),(165,63),(208,43),(66,139),(243,190),(71,93),(213,67),(202,61),(233,126),(84,38),(115,167),(156,23),(67,78),(34,178),(25,162),(232,126),(218,42),(213,178),(163,36),(215,57),(62,41),(69,162),(88,203),(77,149),(65,68),(185,58),(217,82),(213,83),(45,86),(163,110),(82,227),(58,149),(147,224),(180,88),(53,85),(199,172),(35,153),(210,88),(94,138),(111,224),(64,61),(247,50),(127,154),(178,21),(59,162),(160,110),(111,172),
6:(71,48),(81,220),(242,27),(49,51),(165,64),(207,43),(67,139),(242,190),(71,92),(213,68),(202,62),(233,125),(84,39),(115,166),(157,23),(68,78),(35,178),(26,162),(231,126),(217,42),(212,178),(164,36),(215,58),(63,41),(69,161),(88,202),(78,149),(65,68),(184,58),(218,82),(212,83),(46,86),(164,110),(81,227),(59,149),(147,223),(179,88),(53,86),(198,172),(35,154),(210,87),(94,139),(111,223),(64,62),(246,50),(127,155),(178,22),(60,162),(160,109),(112,172),
