instance=temp_instance.txt
agents=20
map_file=warehouse-20-40-10-2-2.map
solver=PIBTOLD
solved=1
soc=2848
lb_soc=2848
makespan=295
lb_makespan=295
comp_time=9
preprocessing_comp_time=9
starts=(19,143),(276,94),(104,29),(185,45),(137,78),(140,53),(19,124),(229,67),(184,81),(321,2),(110,78),(232,109),(98,126),(97,73),(314,79),(230,162),(241,116),(41,57),(326,104),(277,93),
goals=(24,65),(234,50),(256,18),(166,150),(34,155),(14,105),(44,159),(11,16),(113,86),(30,6),(20,124),(50,88),(297,144),(121,127),(282,149),(262,141),(78,94),(90,58),(255,153),(98,104),
solution=
0:(19,143),(276,94),(104,29),(185,45),(137,78),(140,53),(19,124),(229,67),(184,81),(321,2),(110,78),(232,109),(98,126),(97,73),(314,79),(230,162),(241,116),(41,57),(326,104),(277,93),
1:(20,143),(275,94),(105,29),(184,45),(136,78),(139,53),(20,124),(229,66),(183,81),(320,2),(109,78),(231,109),(99,126),(97,74),(314,80),(230,161),(241,115),(41,58),(325,104),(276,93),
2:(20,142),(274,94),(106,29),(183,45),(135,78),(138,53),(20,125),(228,66),(182,81),(319,2),(108,78),(230,109),(100,126),(97,75),(313,80),(231,161),(241,114),(42,58),(325,105),(275,93),
3:(21,142),(273,94),(107,29),(182,45),(134,78),(137,53),(20,126),(228,65),(182,82),(318,2),(107,78),(229,109),(101,126),(97,76),(313,81),(232,161),(241,113),(43,58),(324,105),(274,93),
4:(22,142),(272,94),(108,29),(182,46),(134,79),(136,53),(21,126),(227,65),(182,83),(317,2),(106,78),(228,109),(102,126),(97,77),(312,81),(233,161),(240,113),(44,58),(323,105),(273,93),
5:(23,142),(272,93),(109,29),(182,47),(133,79),(135,53),(21,127),(226,65),(181,83),(317,3),(105,78),(227,109),(103,126),(97,78),(311,81),(234,161),(239,113),(45,58),(322,105),(273,94),
6:(23,141),(271,93),(110,29),(181,47),(133,80),(134,53),(21,128),(225,65),(181,84),(317,4),(104,78),(226,109),(104,126),(97,79),(310,81),(235,161),(238,113),(46,58),(322,106),(272,94),
7:(23,140),(270,93),(110,28),(181,48),(133,81),(134,54),(22,128),(224,65),(181,85),(317,5),(103,78),(225,109),(105,126),(97,80),(309,81),(236,161),(237,113),(47,58),(321,106),(271,94),
8:(24,140),(269,93),(110,27),(181,49),(133,82),(134,55),(22,129),(223,65),(181,86),(317,6),(102,78),(224,109),(106,126),(97,81),(308,81),(237,161),(236,113),(48,58),(321,107),(270,94),
9:(24,139),(268,93),(110,26),(180,49),(132,82),(133,55),(23,129),(222,65),(180,86),(316,6),(101,78),(223,109),(107,126),(98,81),(307,81),(238,161),(235,113),(49,58),(320,107),(269,94),
10:(24,138),(267,93),(111,26),(180,50),(131,82),(133,56),(23,130),(221,65),(179,86),(315,6),(100,78),(222,109),(108,126),(98,82),(306,81),(239,161),(234,113),(50,58),(320,108),(268,94),
11:(24,137),(266,93),(112,26),(179,50),(130,82),(133,57),(24,130),(220,65),(178,86),(314,6),(99,78),(221,109),(109,126),(98,83),(305,81),(240,161),(233,113),(51,58),(320,109),(267,94),
12:(24,136),(266,92),(112,25),(178,50),(129,82),(132,57),(24,131),(219,65),(177,86),(313,6),(98,78),(220,109),(110,126),(98,84),(305,82),(241,161),(232,113),(52,58),(320,110),(266,94),
13:(24,135),(266,91),(113,25),(177,50),(128,82),(132,58),(24,132),(218,65),(176,86),(312,6),(98,79),(219,109),(110,127),(98,85),(305,83),(242,161),(231,113),(53,58),(319,110),(266,95),
14:(24,134),(266,90),(114,25),(176,50),(127,82),(131,58),(24,133),(217,65),(175,86),(311,6),(98,80),(218,109),(110,128),(99,85),(305,84),(243,161),(230,113),(54,58),(318,110),(266,96),
15:(24,133),(266,89),(115,25),(175,50),(126,82),(130,58),(25,133),(217,64),(174,86),(310,6),(98,81),(218,108),(110,129),(100,85),(305,85),(244,161),(230,112),(55,58),(318,111),(265,96),
16:(24,132),(265,89),(116,25),(174,50),(125,82),(129,58),(25,134),(217,63),(173,86),(309,6),(98,82),(217,108),(110,130),(100,86),(305,86),(245,161),(230,111),(56,58),(318,112),(265,97),
17:(24,131),(265,88),(117,25),(173,50),(124,82),(128,58),(25,135),(217,62),(172,86),(308,6),(97,82),(217,107),(111,130),(101,86),(304,86),(246,161),(229,111),(57,58),(317,112),(265,98),
18:(24,130),(265,87),(118,25),(172,50),(123,82),(127,58),(26,135),(216,62),(171,86),(307,6),(97,83),(217,106),(112,130),(102,86),(304,87),(247,161),(229,110),(58,58),(316,112),(265,99),
