instance=temp_instance.txt
agents=50
map_file=den520d.map
solver=PIBT
solved=1
soc=9506
lb_soc=9003
makespan=374
lb_makespan=374
comp_time=45
preprocessing_comp_time=29
starts=(139,97),(87,229),(47,162),(140,18),(189,37),(159,48),(220,61),(182,160),(182,84),(181,28),(42,141),(167,165),(243,96),(249,139),(199,34),(78,152),(140,220),(207,67),(70,85),(94,209),(73,91),(186,72),(218,70),(244,91),(83,52),(88,83),(144,112),(176,105),(83,84),(22,162),(227,223),(114,111),(194,75),(121,50),(122,40),(116,153),(85,196),(161,108),(143,167),(72,145),(116,168),(40,182),(56,83),(168,113),(167,98),(75,147),(139,204),(223,215),(23,167),(172,97),
goals=(84,229),(216,105),(67,67),(68,90),(91,143),(70,151),(68,26),(87,177),(60,158),(240,98),(235,184),(219,189),(42,167),(233,189),(184,71),(133,44),(252,44),(128,103),(25,143),(134,38),(72,47),(134,108),(211,178),(66,159),(149,177),(185,72),(60,139),(87,84),(159,118),(124,156),(144,210),(230,73),(97,44),(165,148),(173,60),(159,110),(212,33),(198,75),(105,218),(133,156),(242,75),(153,211),(233,73),(57,39),(19,185),(99,96),(154,117),(118,107),(134,227),(160,124),
solution=
0:(139,97),(87,229),(47,162),(140,18),(189,37),(159,48),(220,61),(182,160),(182,84),(181,28),(42,141),(167,165),(243,96),(249,139),(199,34),(78,152),(140,220),(207,67),(70,85),(94,209),(73,91),(186,72),(218,70),(244,91),(83,52),(88,83),(144,112),(176,105),(83,84),(22,162),(227,223),(114,111),(194,75),(121,50),(122,40),(116,153),(85,196),(161,108),(143,167),(72,145),(116,168),(40,182),(56,83),(168,113),(167,98),(75,147),(139,204),(223,215),(23,167),(172,97),
1:(140,97),(88,229),(47,161),(140,19),(188,37),(160,48),(220,60),(182,161),(182,85),(181,29),(42,142),(167,166),(242,96),(248,139),(198,34),(78,153),(139,220),(206,67),(70,86),(95,209),(73,90),(185,72),(217,70),(243,91),(84,52),(88,84),(144,113),(176,104),(83,85),(23,162),(226,223),(114,110),(193,75),(121,49),(123,40),(117,153),(86,196),(161,107),(142,167),(72,146),(116,167),(41,182),(56,84),(167,113),(166,98),(76,147),(139,205),(222,215),(23,168),(172,98),
2:(140,98),(88,228),(47,160),(141,19),(188,38),(160,49),(220,59),(181,161),(182,86),(182,29),(42,143),(167,167),(242,95),(248,138),(198,35),(79,153),(139,219),(205,67),(71,86),(96,209),(73,89),(185,73),(216,70),(243,90),(85,52),(88,85),(145,113),(175,104),(83,86),(24,162),(226,222),(114,109),(193,74),(121,48),(124,40),(117,152),(86,195),(161,106),(141,167),(73,146),(116,166),(41,181),(57,84),(167,112),(166,99),(76,148),(139,206),(221,215),(23,169),(172,99),
3:(140,99),(88,227),(48,160),(142,19),(187,38),(161,49),(220,58),(180,161),(181,86),(182,30),(42,144),(167,168),(242,94),(247,138),(197,35),(80,153),(138,219),(204,67),(72,86),(97,209),(72,89),(185,74),(215,70),(242,90),(86,52),(89,85),(146,113),(174,104),(84,86),(24,161),(225,222),(115,109),(192,74),(122,48),(125,40),(118,152),(86,194),(162,106),(140,167),(73,147),(117,166),(41,180),(58,84),(167,111),(166,100),(76,149),(139,207),(221,214),(23,170),(171,99),
4:(141,99),(89,227),(49,160),(143,19),(187,39),(162,49),(219,58),(179,161),(181,87),(182,31),(42,145),(168,168),(242,93),(247,137),(196,35),(81,153),(137,219),(204,68),(73,86),(97,208),(71,89),(184,74),(214,70),(242,89),(86,51),(90,85),(147,113),(173,104),(84,87),(25,161),(224,222),(116,109),(191,74),(122,47),(125,41),(119,152),(87,194),(163,106),(139,167),(73,148),(118,166),(42,180),(59,84),(166,111),(166,101),(77,149),(139,208),(220,214),(24,170),(171,100),
5:(141,100),(90,227),(50,160),(143,20),(186,39),(162,50),(219,57),(178,161),(181,88),(183,31),(42,146),(168,169),(241,93),(247,136),(195,35),(82,153),(137,218),(203,68),(74,86),(97,207),(71,88),(183,74),(214,71),(241,89),(86,50),(90,86),(148,113),(172,104),(85,87),(26,161),(223,222),(117,109),(191,73),(123,47),(126,41),(120,152),(88,194),(163,105),(139,168),(73,149),(119,166),(42,179),(60,84),(166,110),(165,101),(78,149),(139,209),(219,214),(24,171),(170,100),
6:(141,101),(91,227),(50,159),(143,21),(186,40),(163,50),(218,57),(177,161),(180,88),(184,31),(43,146),(168,170),(240,93),(247,135),(194,35),(83,153),(137,217),(203,69),(75,86),(97,206),(71,87),(183,75),(214,72),(240,89),(87,50),(91,86),(149,113),(171,104),(86,87),(27,161),(223,221),(117,108),(190,73),(124,47),(127,41),(121,152),(89,194),(164,105),(138,168),(73,150),(119,165),(42,178),(60,85),(166,109),(164,101),(79,149),(139,210),(218,214),(24,172),(169,100),
